"time","a1.vc.v_stim","a2.vc.v_stim","a3.vc.v_stim","b1.vc.v_stim","b2.vc.v_stim","b3.vc.v_stim","c1.vc.v_stim","c2.vc.v_stim","c3.vc.v_stim","d1.vc.v_stim","d2.vc.v_stim","d3.vc.v_stim","a1.naca.i_ion","a2.naca.i_ion","a3.naca.i_ion","b1.naca.i_ion","b2.naca.i_ion","b3.naca.i_ion","c1.naca.i_ion","c2.naca.i_ion","c3.naca.i_ion","d1.naca.i_ion","d2.naca.i_ion","d3.naca.i_ion","a1.naca.i","a1.vc.v","a2.naca.i","a2.vc.v","a3.naca.i","a3.vc.v","b1.naca.i","b1.vc.v","b2.naca.i","b2.vc.v","b3.naca.i","b3.vc.v","c1.naca.i","c1.vc.v","c2.naca.i","c2.vc.v","c3.naca.i","c3.vc.v","d1.naca.i","d1.vc.v","d2.naca.i","d2.vc.v","d3.naca.i","d3.vc.v"
103,-0.03700000000000001,-0.03700000000000001,-0.03700000000000001,-0.03700000000000001,-0.03700000000000001,-0.03700000000000001,-0.03700000000000001,-0.03700000000000001,-0.03700000000000001,-0.03700000000000001,-0.03700000000000001,-0.03700000000000001,6.32489044997373e-11,2.875108229605179e-11,3.40996953243088e-12,2.833915925744275e-11,2.327198026757605e-11,6.062737281240787e-12,-2.916038584061663e-11,-1.162241618733805e-11,-2.890707746447117e-12,-8.406074010712344e-11,-6.718368372640037e-11,-4.20678120508808e-11,6.32489044997373e-11,-0.03700000000000001,2.875108229605179e-11,-0.03700000000000001,3.40996953243088e-12,-0.03700000000000001,2.833915925744275e-11,-0.03700000000000001,2.327198026757605e-11,-0.03700000000000001,6.062737281240787e-12,-0.03700000000000001,-2.916038584061663e-11,-0.03700000000000001,-1.162241618733805e-11,-0.03700000000000001,-2.890707746447117e-12,-0.03700000000000001,-8.406074010712344e-11,-0.03700000000000001,-6.718368372640037e-11,-0.03700000000000001,-4.20678120508808e-11,-0.03700000000000001
104,-0.036,-0.036,-0.036,-0.036,-0.036,-0.036,-0.036,-0.036,-0.036,-0.036,-0.036,-0.036,6.384107184513509e-11,2.915213800723162e-11,3.469116062143671e-12,2.853441146672571e-11,2.34691351160001e-11,6.146898141449313e-12,-2.898279603903433e-11,-1.148307852212434e-11,-2.8433303542548e-12,-8.348169110120015e-11,-6.665750289421195e-11,-4.166970743717654e-11,6.384107184513509e-11,-0.036,2.915213800723162e-11,-0.036,3.469116062143671e-12,-0.036,2.853441146672571e-11,-0.036,2.34691351160001e-11,-0.036,6.146898141449313e-12,-0.036,-2.898279603903433e-11,-0.036,-1.148307852212434e-11,-0.036,-2.8433303542548e-12,-0.036,-8.348169110120015e-11,-0.036,-6.665750289421195e-11,-0.036,-4.166970743717654e-11,-0.036
105,-0.035,-0.035,-0.035,-0.035,-0.035,-0.035,-0.035,-0.035,-0.035,-0.035,-0.035,-0.035,6.443567191274888e-11,2.955732499960199e-11,3.529204084546299e-12,2.872974260807576e-11,2.366674036869217e-11,6.231978027405626e-12,-2.880575267143339e-11,-1.134411697500616e-11,-2.79631129721349e-12,-8.290389764360737e-11,-6.613247944089034e-11,-4.127219256566448e-11,6.443567191274888e-11,-0.035,2.955732499960199e-11,-0.035,3.529204084546299e-12,-0.035,2.872974260807576e-11,-0.035,2.366674036869217e-11,-0.035,6.231978027405626e-12,-0.035,-2.880575267143339e-11,-0.035,-1.134411697500616e-11,-0.035,-2.79631129721349e-12,-0.035,-8.290389764360737e-11,-0.035,-6.613247944089034e-11,-0.035,-4.127219256566448e-11,-0.035
106,-0.034,-0.034,-0.034,-0.034,-0.034,-0.034,-0.034,-0.034,-0.034,-0.034,-0.034,-0.034,6.503266379881421e-11,2.996665220590789e-11,3.59024655259573e-12,2.892513852232114e-11,2.386478051837396e-11,6.317981740020997e-12,-2.862925674314679e-11,-1.120554269867083e-11,-2.749655949519963e-12,-8.232738387348226e-11,-6.560863378728373e-11,-4.087528179723838e-11,6.503266379881421e-11,-0.034,2.996665220590789e-11,-0.034,3.59024655259573e-12,-0.034,2.892513852232114e-11,-0.034,2.386478051837396e-11,-0.034,6.317981740020997e-12,-0.034,-2.862925674314679e-11,-0.034,-1.120554269867083e-11,-0.034,-2.749655949519963e-12,-0.034,-8.232738387348226e-11,-0.034,-6.560863378728373e-11,-0.034,-4.087528179723838e-11,-0.034
107,-0.033,-0.033,-0.033,-0.033,-0.033,-0.033,-0.033,-0.033,-0.033,-0.033,-0.033,-0.033,6.563200595142571e-11,3.038012776622652e-11,3.652256548780495e-12,2.912058507794569e-11,2.406323997614858e-11,6.404913994085236e-12,-2.845330925384943e-11,-1.10673671259669e-11,-2.703369631564772e-12,-8.175217382888632e-11,-6.508598639456301e-11,-4.047898994834285e-11,6.563200595142571e-11,-0.033,3.038012776622652e-11,-0.033,3.652256548780495e-12,-0.033,2.912058507794569e-11,-0.033,2.406323997614858e-11,-0.033,6.404913994085236e-12,-0.033,-2.845330925384943e-11,-0.033,-1.10673671259669e-11,-0.033,-2.703369631564772e-12,-0.033,-8.175217382888632e-11,-0.033,-6.508598639456301e-11,-0.033,-4.047898994834285e-11,-0.033
108,-0.032,-0.032,-0.032,-0.032,-0.032,-0.032,-0.032,-0.032,-0.032,-0.032,-0.032,-0.032,6.623365618218006e-11,3.07977590128811e-11,3.715247285216032e-12,2.931606817519872e-11,2.426210307675423e-11,6.492779415726909e-12,-2.827791119762639e-11,-1.092960196689322e-11,-2.657457603328585e-12,-8.117829144237531e-11,-6.456455776170032e-11,-4.008333229912425e-11,6.623365618218006e-11,-0.032,3.07977590128811e-11,-0.032,3.715247285216032e-12,-0.032,2.931606817519872e-11,-0.032,2.426210307675423e-11,-0.032,6.492779415726909e-12,-0.032,-2.827791119762639e-11,-0.032,-1.092960196689322e-11,-0.032,-2.657457603328585e-12,-0.032,-8.117829144237531e-11,-0.032,-6.456455776170032e-11,-0.032,-4.008333229912425e-11,-0.032
109,-0.031,-0.031,-0.031,-0.031,-0.031,-0.031,-0.031,-0.031,-0.031,-0.031,-0.031,-0.031,6.683757167821431e-11,3.121955245554943e-11,3.779232103704682e-12,2.951157375016795e-11,2.446135408384725e-11,6.5815825398673e-12,-2.810306356303829e-11,-1.079225920507942e-11,-2.611925057760831e-12,-8.060576053657591e-11,-6.404436842287054e-11,-3.968832460138406e-11,6.683757167821431e-11,-0.031,3.121955245554943e-11,-0.031,3.779232103704682e-12,-0.031,2.951157375016795e-11,-0.031,2.446135408384725e-11,-0.031,6.5815825398673e-12,-0.031,-2.810306356303829e-11,-0.031,-1.079225920507942e-11,-0.031,-2.611925057760831e-12,-0.031,-8.060576053657591e-11,-0.031,-6.404436842287054e-11,-0.031,-3.968832460138406e-11,-0.031
110,-0.03000000000000001,-0.03000000000000001,-0.03000000000000001,-0.03000000000000001,-0.03000000000000001,-0.03000000000000001,-0.03000000000000001,-0.03000000000000001,-0.03000000000000001,-0.03000000000000001,-0.03000000000000001,-0.03000000000000001,6.744370901463274e-11,3.164551376658301e-11,3.844224475757958e-12,2.970708777881353e-11,2.466097719531095e-11,6.671327807669891e-12,-2.792876733318406e-11,-1.065535109374375e-11,-2.566777114154413e-12,-8.003460481977105e-11,-6.352543894477583e-11,-3.929398308631191e-11,6.744370901463274e-11,-0.03000000000000001,3.164551376658301e-11,-0.03000000000000001,3.844224475757958e-12,-0.03000000000000001,2.970708777881353e-11,-0.03000000000000001,2.466097719531095e-11,-0.03000000000000001,6.671327807669891e-12,-0.03000000000000001,-2.792876733318406e-11,-0.03000000000000001,-1.065535109374375e-11,-0.03000000000000001,-2.566777114154413e-12,-0.03000000000000001,-8.003460481977105e-11,-0.03000000000000001,-6.352543894477583e-11,-0.03000000000000001,-3.929398308631191e-11,-0.03000000000000001
111,-0.029,-0.029,-0.029,-0.029,-0.029,-0.029,-0.029,-0.029,-0.029,-0.029,-0.029,-0.029,6.805202416731453e-11,3.207564776655257e-11,3.910238002581501e-12,2.990259628096042e-11,2.486095654858617e-11,6.762019563986099e-12,-2.77550234857609e-11,-1.051889015111501e-11,-2.52201881153061e-12,-7.946484788149556e-11,-6.300778992389186e-11,-3.890032447197522e-11,6.805202416731453e-11,-0.029,3.207564776655257e-11,-0.029,3.910238002581501e-12,-0.029,2.990259628096042e-11,-0.029,2.486095654858617e-11,-0.029,6.762019563986099e-12,-0.029,-2.77550234857609e-11,-0.029,-1.051889015111501e-11,-0.029,-2.52201881153061e-12,-0.029,-7.946484788149556e-11,-0.029,-6.300778992389186e-11,-0.029,-3.890032447197522e-11,-0.029
112,-0.028,-0.028,-0.028,-0.028,-0.028,-0.028,-0.028,-0.028,-0.028,-0.028,-0.028,-0.028,6.866247252609515e-11,3.250995841003593e-11,3.977286415021174e-12,3.009808532424722e-11,2.506127622601995e-11,6.85366205479919e-12,-2.758183299312147e-11,-1.038288915530633e-11,-2.477655102048467e-12,-7.88965131881438e-11,-6.249144198363589e-11,-3.850736597054057e-11,6.866247252609515e-11,-0.028,3.250995841003593e-11,-0.028,3.977286415021174e-12,-0.028,3.009808532424722e-11,-0.028,2.506127622601995e-11,-0.028,6.85366205479919e-12,-0.028,-2.758183299312147e-11,-0.028,-1.038288915530633e-11,-0.028,-2.477655102048467e-12,-0.028,-7.88965131881438e-11,-0.028,-6.249144198363589e-11,-0.028,-3.850736597054057e-11,-0.028
113,-0.027,-0.027,-0.027,-0.027,-0.027,-0.027,-0.027,-0.027,-0.027,-0.027,-0.027,-0.027,6.927500890831286e-11,3.294844877166378e-11,4.045383573468908e-12,3.029354102802875e-11,2.526192026022826e-11,6.946259424667409e-12,-2.740919682232805e-11,-1.024736113862917e-11,-2.433690844453312e-12,-7.832962407859112e-11,-6.197641577145521e-11,-3.811512529520197e-11,6.927500890831286e-11,-0.027,3.294844877166378e-11,-0.027,4.045383573468908e-12,-0.027,3.029354102802875e-11,-0.027,2.526192026022826e-11,-0.027,6.946259424667409e-12,-0.027,-2.740919682232805e-11,-0.027,-1.024736113862917e-11,-0.027,-2.433690844453312e-12,-0.027,-7.832962407859112e-11,-0.027,-6.197641577145521e-11,-0.027,-3.811512529520197e-11,-0.027
114,-0.026,-0.026,-0.026,-0.026,-0.026,-0.026,-0.026,-0.026,-0.026,-0.026,-0.026,-0.026,6.988958757271192e-11,3.339112103244084e-11,4.114543467728464e-12,3.048894956723088e-11,2.546287263946895e-11,7.039815714167984e-12,-2.723711593520392e-11,-1.011231938133733e-11,-2.390130797579137e-12,-7.776420375983091e-11,-6.146273195583626e-11,-3.772362066679024e-11,6.988958757271192e-11,-0.026,3.339112103244084e-11,-0.026,4.114543467728464e-12,-0.026,3.048894956723088e-11,-0.026,2.546287263946895e-11,-0.026,7.039815714167984e-12,-0.026,-2.723711593520392e-11,-0.026,-1.011231938133733e-11,-0.026,-2.390130797579137e-12,-0.026,-7.776420375983091e-11,-0.026,-6.146273195583626e-11,-0.026,-3.772362066679024e-11,-0.026
115,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,-0.025,7.050616223369357e-11,3.383797646635643e-11,4.184780216838212e-12,3.068429717615484e-11,2.566411731302124e-11,7.134334857343224e-12,-2.706559128838156e-11,-9.977777404791758e-12,-2.346979613919748e-12,-7.720027530262852e-11,-6.095041122323363e-11,-3.733287082003657e-11,7.050616223369357e-11,-0.025,3.383797646635643e-11,-0.025,4.184780216838212e-12,-0.025,3.068429717615484e-11,-0.025,2.566411731302124e-11,-0.025,7.134334857343224e-12,-0.025,-2.706559128838156e-11,-0.025,-9.977777404791758e-12,-0.025,-2.346979613919748e-12,-0.025,-7.720027530262852e-11,-0.025,-6.095041122323363e-11,-0.025,-3.733287082003657e-11,-0.025
116,-0.02400000000000001,-0.02400000000000001,-0.02400000000000001,-0.02400000000000001,-0.02400000000000001,-0.02400000000000001,-0.02400000000000001,-0.02400000000000001,-0.02400000000000001,-0.02400000000000001,-0.02400000000000001,-0.02400000000000001,7.112468607590544e-11,3.428901542730272e-11,4.256108068852332e-12,3.087957015222945e-11,2.586563819656775e-11,7.229820679150498e-12,-2.689462383334786e-11,-9.843748964037978e-12,-2.304241833283683e-12,-7.663786163719473e-11,-6.043947427491854e-11,-3.69428950094631e-11,7.112468607590544e-11,-0.02400000000000001,3.428901542730272e-11,-0.02400000000000001,4.256108068852332e-12,-0.02400000000000001,3.087957015222945e-11,-0.02400000000000001,2.586563819656775e-11,-0.02400000000000001,7.229820679150498e-12,-0.02400000000000001,-2.689462383334786e-11,-0.02400000000000001,-9.843748964037978e-12,-0.02400000000000001,-2.304241833283683e-12,-0.02400000000000001,-7.663786163719473e-11,-0.02400000000000001,-6.043947427491854e-11,-0.02400000000000001,-3.69428950094631e-11,-0.02400000000000001
117,-0.023,-0.023,-0.023,-0.023,-0.023,-0.023,-0.023,-0.023,-0.023,-0.023,-0.023,-0.023,7.174511176915959e-11,3.474423733631558e-11,4.328541400576585e-12,3.107475485970906e-11,2.606741917757526e-11,7.32627689291734e-12,-2.672421451648623e-11,-9.710248039789684e-12,-2.26192187654785e-12,-7.607698554887943e-11,-5.992994182374651e-11,-3.655371301487221e-11,7.174511176915959e-11,-0.023,3.474423733631558e-11,-0.023,4.328541400576585e-12,-0.023,3.107475485970906e-11,-0.023,2.606741917757526e-11,-0.023,7.32627689291734e-12,-0.023,-2.672421451648623e-11,-0.023,-9.710248039789684e-12,-0.023,-2.26192187654785e-12,-0.023,-7.607698554887943e-11,-0.023,-5.992994182374651e-11,-0.023,-3.655371301487221e-11,-0.023
118,-0.02200000000000001,-0.02200000000000001,-0.02200000000000001,-0.02200000000000001,-0.02200000000000001,-0.02200000000000001,-0.02200000000000001,-0.02200000000000001,-0.02200000000000001,-0.02200000000000001,-0.02200000000000001,-0.02200000000000001,7.236739148366925e-11,3.520364066915461e-11,4.402094717260545e-12,3.126983773331538e-11,2.626944412067045e-11,7.423707097803299e-12,-2.655436427911544e-11,-9.577288829813056e-12,-2.220024039524888e-12,-7.551766967388837e-11,-5.942183459084432e-11,-3.616534514640616e-11,7.236739148366925e-11,-0.02200000000000001,3.520364066915461e-11,-0.02200000000000001,4.402094717260545e-12,-0.02200000000000001,3.126983773331538e-11,-0.02200000000000001,2.626944412067045e-11,-0.02200000000000001,7.423707097803299e-12,-0.02200000000000001,-2.655436427911544e-11,-0.02200000000000001,-9.577288829813056e-12,-0.02200000000000001,-2.220024039524888e-12,-0.02200000000000001,-7.551766967388837e-11,-0.02200000000000001,-5.942183459084432e-11,-0.02200000000000001,-3.616534514640616e-11,-0.02200000000000001
119,-0.021,-0.021,-0.021,-0.021,-0.021,-0.021,-0.021,-0.021,-0.021,-0.021,-0.021,-0.021,7.299147690559366e-11,3.566722294423836e-11,4.476782652242582e-12,3.14648052818213e-11,2.647169687300689e-11,7.522114776270201e-12,-2.638507405752521e-11,-9.444885739708149e-12,-2.178552486959108e-12,-7.495993649502341e-11,-5.891517330221543e-11,-3.577781224914731e-11,7.299147690559366e-11,-0.021,3.566722294423836e-11,-0.021,4.476782652242582e-12,-0.021,3.14648052818213e-11,-0.021,2.647169687300689e-11,-0.021,7.522114776270201e-12,-0.021,-2.638507405752521e-11,-0.021,-9.444885739708149e-12,-0.021,-2.178552486959108e-12,-0.021,-7.495993649502341e-11,-0.021,-5.891517330221543e-11,-0.021,-3.577781224914731e-11,-0.021
120,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,-0.02,7.36173192528805e-11,3.613498071095135e-11,4.552619966548655e-12,3.165964409157493e-11,2.667416126961937e-11,7.621503291562319e-12,-2.621634478300858e-11,-9.313053373085116e-12,-2.137511246665706e-12,-7.440380833744959e-11,-5.840997868526436e-11,-3.539113570722938e-11,7.36173192528805e-11,-0.02,3.613498071095135e-11,-0.02,4.552619966548655e-12,-0.02,3.165964409157493e-11,-0.02,2.667416126961937e-11,-0.02,7.621503291562319e-12,-0.02,-2.621634478300858e-11,-0.02,-9.313053373085116e-12,-0.02,-2.137511246665706e-12,-0.02,-7.440380833744959e-11,-0.02,-5.840997868526436e-11,-0.02,-3.539113570722938e-11,-0.02
121,-0.019,-0.019,-0.019,-0.019,-0.019,-0.019,-0.019,-0.019,-0.019,-0.019,-0.019,-0.019,7.424486929139414e-11,3.660690953833788e-11,4.629621548442286e-12,3.185434082996235e-11,2.687682113876201e-11,7.721875885197949e-12,-2.604817738189077e-11,-9.181806521134754e-12,-2.096904203827827e-12,-7.384930736448922e-11,-5.790627146523978e-11,-3.500533744742904e-11,7.424486929139414e-11,-0.019,3.660690953833788e-11,-0.019,4.629621548442286e-12,-0.019,3.185434082996235e-11,-0.019,2.687682113876201e-11,-0.019,7.721875885197949e-12,-0.019,-2.604817738189077e-11,-0.019,-9.181806521134754e-12,-0.019,-2.096904203827827e-12,-0.019,-7.384930736448922e-11,-0.019,-5.790627146523978e-11,-0.019,-3.500533744742904e-11,-0.019
122,-0.018,-0.018,-0.018,-0.018,-0.018,-0.018,-0.018,-0.018,-0.018,-0.018,-0.018,-0.018,7.487407735131911e-11,3.708300400419968e-11,4.7078024129255e-12,3.204888224880699e-11,2.707966030722638e-11,7.823235674474333e-12,-2.58805727755548e-11,-9.051160151594691e-12,-2.056735095465649e-12,-7.329645557344608e-11,-5.740407236159632e-11,-3.462043994220728e-11,7.487407735131911e-11,-0.018,3.708300400419968e-11,-0.018,4.7078024129255e-12,-0.018,3.204888224880699e-11,-0.018,2.707966030722638e-11,-0.018,7.823235674474333e-12,-0.018,-2.58805727755548e-11,-0.018,-9.051160151594691e-12,-0.018,-2.056735095465649e-12,-0.018,-7.329645557344608e-11,-0.018,-5.740407236159632e-11,-0.018,-3.462043994220728e-11,-0.018
123,-0.017,-0.017,-0.017,-0.017,-0.017,-0.017,-0.017,-0.017,-0.017,-0.017,-0.017,-0.017,7.550489334382662e-11,3.756325768461219e-11,4.787177701189853e-12,3.224325518770458e-11,2.728266260563602e-11,7.92558564998717e-12,-2.571353188046348e-11,-8.921129397114129e-12,-2.017007505091469e-12,-7.274527479146039e-11,-5.69034020842753e-11,-3.423646621216911e-11,7.550489334382662e-11,-0.017,3.756325768461219e-11,-0.017,4.787177701189853e-12,-0.017,3.224325518770458e-11,-0.017,2.728266260563602e-11,-0.017,7.92558564998717e-12,-0.017,-2.571353188046348e-11,-0.017,-8.921129397114129e-12,-0.017,-2.017007505091469e-12,-0.017,-7.274527479146039e-11,-0.017,-5.69034020842753e-11,-0.017,-3.423646621216911e-11,-0.017
124,-0.016,-0.016,-0.016,-0.016,-0.016,-0.016,-0.016,-0.016,-0.016,-0.016,-0.016,-0.016,7.613726677799191e-11,3.804766314387595e-11,4.867762680015418e-12,3.243744657729184e-11,2.74858118737139e-11,8.02892867316683e-12,-2.554705560817795e-11,-8.791729543022256e-12,-1.977724857564287e-12,-7.219578667139705e-11,-5.640428132990452e-11,-3.385343982790997e-11,7.613726677799191e-11,-0.016,3.804766314387595e-11,-0.016,4.867762680015418e-12,-0.016,3.243744657729184e-11,-0.016,2.74858118737139e-11,-0.016,8.02892867316683e-12,-0.016,-2.554705560817795e-11,-0.016,-8.791729543022256e-12,-0.016,-1.977724857564287e-12,-0.016,-7.219578667139705e-11,-0.016,-5.640428132990452e-11,-0.016,-3.385343982790997e-11,-0.016
125,-0.015,-0.015,-0.015,-0.015,-0.015,-0.015,-0.015,-0.015,-0.015,-0.015,-0.015,-0.015,7.677114677795053e-11,3.853621192491779e-11,4.94957274111764e-12,3.263144344244757e-11,2.768909196551889e-11,8.13326747383255e-12,-2.538114486537266e-11,-8.662976014507143e-12,-1.938890414157037e-12,-7.164801268776852e-11,-5.590673077791772e-11,-3.347138491121743e-11,7.677114677795053e-11,-0.015,3.853621192491779e-11,-0.015,4.94957274111764e-12,-0.015,3.263144344244757e-11,-0.015,2.768909196551889e-11,-0.015,8.13326747383255e-12,-0.015,-2.538114486537266e-11,-0.015,-8.662976014507143e-12,-0.015,-1.938890414157037e-12,-0.015,-7.164801268776852e-11,-0.015,-5.590673077791772e-11,-0.015,-3.347138491121743e-11,-0.015
126,-0.014,-0.014,-0.014,-0.014,-0.014,-0.014,-0.014,-0.014,-0.014,-0.014,-0.014,-0.014,7.740648210028066e-11,3.902889454015721e-11,5.032623400440753e-12,3.282523290542492e-11,2.789248675464828e-11,8.238604647766602e-12,-2.521580055384664e-11,-8.534884363214101e-12,-1.900507267849014e-12,-7.110197413269406e-11,-5.541077108659349e-11,-3.309032613559583e-11,7.740648210028066e-11,-0.014,3.902889454015721e-11,-0.014,5.032623400440753e-12,-0.014,3.282523290542492e-11,-0.014,2.789248675464828e-11,-0.014,8.238604647766602e-12,-0.014,-2.521580055384664e-11,-0.014,-8.534884363214101e-12,-0.014,-1.900507267849014e-12,-0.014,-7.110197413269406e-11,-0.014,-5.541077108659349e-11,-0.014,-3.309032613559583e-11,-0.014
127,-0.013,-0.013,-0.013,-0.013,-0.013,-0.013,-0.013,-0.013,-0.013,-0.013,-0.013,-0.013,7.80432211515989e-11,3.952570046285355e-11,5.11693029739633e-12,3.301880218891333e-11,2.809598013940249e-11,8.344942654309969e-12,-2.505102357053119e-11,-8.407470253274493e-12,-1.862578338855609e-12,-7.05576921118973e-11,-5.491642288901471e-11,-3.271028872608209e-11,7.80432211515989e-11,-0.013,3.952570046285355e-11,-0.013,5.11693029739633e-12,-0.013,3.301880218891333e-11,-0.013,2.809598013940249e-11,-0.013,8.344942654309969e-12,-0.013,-2.505102357053119e-11,-0.013,-8.407470253274493e-12,-0.013,-1.862578338855609e-12,-0.013,-7.05576921118973e-11,-0.013,-5.491642288901471e-11,-0.013,-3.271028872608209e-11,-0.013
128,-0.012,-0.012,-0.012,-0.012,-0.012,-0.012,-0.012,-0.012,-0.012,-0.012,-0.012,-0.012,7.868131200635626e-11,4.002661811894782e-11,5.202509194046043e-12,3.321213861902917e-11,2.829955604790887e-11,8.452283813981531e-12,-2.488681480749375e-11,-8.280749446778093e-12,-1.825106370406776e-12,-7.001518754074345e-11,-5.442370678894886e-11,-3.233129845832078e-11,7.868131200635626e-11,-0.012,4.002661811894782e-11,-0.012,5.202509194046043e-12,-0.012,3.321213861902917e-11,-0.012,2.829955604790887e-11,-0.012,8.452283813981531e-12,-0.012,-2.488681480749375e-11,-0.012,-8.280749446778093e-12,-0.012,-1.825106370406776e-12,-0.012,-7.001518754074345e-11,-0.012,-5.442370678894886e-11,-0.012,-3.233129845832078e-11,-0.012
129,-0.011,-0.011,-0.011,-0.011,-0.011,-0.011,-0.011,-0.011,-0.011,-0.011,-0.011,-0.011,7.932070242482136e-11,4.053163487941441e-11,5.289375974227936e-12,3.340522962823382e-11,2.85031984432011e-11,8.560630306122058e-12,-2.472317515193806e-11,-8.154737788704305e-12,-1.788093924785066e-12,-6.947448114031835e-11,-5.393264335664966e-11,-3.19533816568664e-11,7.932070242482136e-11,-0.011,4.053163487941441e-11,-0.011,5.289375974227936e-12,-0.011,3.340522962823382e-11,-0.011,2.85031984432011e-11,-0.011,8.560630306122058e-12,-0.011,-2.472317515193806e-11,-0.011,-8.154737788704305e-12,-0.011,-1.788093924785066e-12,-0.011,-6.947448114031835e-11,-0.011,-5.393264335664966e-11,-0.011,-3.19533816568664e-11,-0.011
130,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,7.996133987123703e-11,4.104073705313574e-11,5.37754664262438e-12,3.35980627581781e-11,2.870689132825107e-11,8.669984166565324e-12,-2.456010548620055e-11,-8.029451191329643e-12,-1.751543379633329e-12,-6.89355934335505e-11,-5.344325312458114e-11,-3.157656519268161e-11,7.996133987123703e-11,-0.01,4.104073705313574e-11,-0.01,5.37754664262438e-12,-0.01,3.35980627581781e-11,-0.01,2.870689132825107e-11,-0.01,8.669984166565324e-12,-0.01,-2.456010548620055e-11,-0.01,-8.029451191329643e-12,-0.01,-1.751543379633329e-12,-0.01,-6.89355934335505e-11,-0.01,-5.344325312458114e-11,-0.01,-3.157656519268161e-11,-0.01
131,-0.009000000000000005,-0.009000000000000005,-0.009000000000000005,-0.009000000000000005,-0.009000000000000005,-0.009000000000000005,-0.009000000000000005,-0.009000000000000005,-0.009000000000000005,-0.009000000000000005,-0.009000000000000005,-0.009000000000000005,8.060317153213709e-11,4.155390988031543e-11,5.467037323771298e-12,3.379062566247232e-11,2.891061875095005e-11,8.780347285337588e-12,-2.439760668774266e-11,-7.904905618131115e-12,-1.715456924541462e-12,-6.839854474137815e-11,-5.295555658306475e-11,-3.120087647979987e-11,8.060317153213709e-11,-0.009000000000000005,4.155390988031543e-11,-0.009000000000000005,5.467037323771298e-12,-0.009000000000000005,3.379062566247232e-11,-0.009000000000000005,2.891061875095005e-11,-0.009000000000000005,8.780347285337588e-12,-0.009000000000000005,-2.439760668774266e-11,-0.009000000000000005,-7.904905618131115e-12,-0.009000000000000005,-1.715456924541462e-12,-0.009000000000000005,-6.839854474137815e-11,-0.009000000000000005,-5.295555658306475e-11,-0.009000000000000005,-3.120087647979987e-11,-0.009000000000000005
