"time","a1.vc.v_stim","a2.vc.v_stim","a3.vc.v_stim","b1.vc.v_stim","b2.vc.v_stim","b3.vc.v_stim","c1.vc.v_stim","c2.vc.v_stim","c3.vc.v_stim","d1.vc.v_stim","d2.vc.v_stim","d3.vc.v_stim","a1.naca.i_ion","a2.naca.i_ion","a3.naca.i_ion","b1.naca.i_ion","b2.naca.i_ion","b3.naca.i_ion","c1.naca.i_ion","c2.naca.i_ion","c3.naca.i_ion","d1.naca.i_ion","d2.naca.i_ion","d3.naca.i_ion","a1.naca.i","a1.vc.v","a2.naca.i","a2.vc.v","a3.naca.i","a3.vc.v","b1.naca.i","b1.vc.v","b2.naca.i","b2.vc.v","b3.naca.i","b3.vc.v","c1.naca.i","c1.vc.v","c2.naca.i","c2.vc.v","c3.naca.i","c3.vc.v","d1.naca.i","d1.vc.v","d2.naca.i","d2.vc.v","d3.naca.i","d3.vc.v"
206,0.06599999999999999,0.06599999999999999,0.06599999999999999,0.06599999999999999,0.06599999999999999,0.06599999999999999,0.06599999999999999,0.06599999999999999,0.06599999999999999,0.06599999999999999,0.06599999999999999,0.06599999999999999,1.282976539123206e-10,8.908081572807361e-11,1.724780062869747e-11,4.675834888417957e-11,4.327499380838668e-11,1.982691022491076e-11,-1.389298029720354e-11,-1.525405468135059e-12,-2.330308662387648e-13,-3.449149222321902e-11,-2.252946604848723e-11,-8.640766110638966e-12,1.282976539123206e-10,0.06599999999999999,8.908081572807361e-11,0.06599999999999999,1.724780062869747e-11,0.06599999999999999,4.675834888417957e-11,0.06599999999999999,4.327499380838668e-11,0.06599999999999999,1.982691022491076e-11,0.06599999999999999,-1.389298029720354e-11,0.06599999999999999,-1.525405468135059e-12,0.06599999999999999,-2.330308662387648e-13,0.06599999999999999,-3.449149222321902e-11,0.06599999999999999,-2.252946604848723e-11,0.06599999999999999,-8.640766110638966e-12,0.06599999999999999
207,0.06699999999999999,0.06699999999999999,0.06699999999999999,0.06699999999999999,0.06699999999999999,0.06699999999999999,0.06699999999999999,0.06699999999999999,0.06699999999999999,0.06699999999999999,0.06699999999999999,0.06699999999999999,1.288815514375658e-10,8.978423791812387e-11,1.749068753268875e-11,4.690507620957048e-11,4.344366874628522e-11,2.000618722772829e-11,-1.377595246390855e-11,-1.483100003834172e-12,-2.258100625412482e-13,-3.413406746266534e-11,-2.221951050838389e-11,-8.44368274551165e-12,1.288815514375658e-10,0.06699999999999999,8.978423791812387e-11,0.06699999999999999,1.749068753268875e-11,0.06699999999999999,4.690507620957048e-11,0.06699999999999999,4.344366874628522e-11,0.06699999999999999,2.000618722772829e-11,0.06699999999999999,-1.377595246390855e-11,0.06699999999999999,-1.483100003834172e-12,0.06699999999999999,-2.258100625412482e-13,0.06699999999999999,-3.413406746266534e-11,0.06699999999999999,-2.221951050838389e-11,0.06699999999999999,-8.44368274551165e-12,0.06699999999999999
208,0.06799999999999999,0.06799999999999999,0.06799999999999999,0.06799999999999999,0.06799999999999999,0.06799999999999999,0.06799999999999999,0.06799999999999999,0.06799999999999999,0.06799999999999999,0.06799999999999999,0.06799999999999999,1.29463104792288e-10,9.048786435187459e-11,1.773630046941216e-11,4.705101800646362e-11,4.361154926197342e-11,2.018608580623441e-11,-1.365954125419083e-11,-1.441763886466552e-12,-2.187918897975056e-13,-3.377924122176507e-11,-2.191229074697578e-11,-8.249740637083469e-12,1.29463104792288e-10,0.06799999999999999,9.048786435187459e-11,0.06799999999999999,1.773630046941216e-11,0.06799999999999999,4.705101800646362e-11,0.06799999999999999,4.361154926197342e-11,0.06799999999999999,2.018608580623441e-11,0.06799999999999999,-1.365954125419083e-11,0.06799999999999999,-1.441763886466552e-12,0.06799999999999999,-2.187918897975056e-13,0.06799999999999999,-3.377924122176507e-11,0.06799999999999999,-2.191229074697578e-11,0.06799999999999999,-8.249740637083469e-12,0.06799999999999999
209,0.06899999999999999,0.06899999999999999,0.06899999999999999,0.06899999999999999,0.06899999999999999,0.06899999999999999,0.06899999999999999,0.06899999999999999,0.06899999999999999,0.06899999999999999,0.06899999999999999,0.06899999999999999,1.300422879514871e-10,9.119162733395839e-11,1.79846555854121e-11,4.719617317142755e-11,4.377863131161826e-11,2.036659427214777e-11,-1.35437468056295e-11,-1.401383554321591e-12,-2.119716516678093e-13,-3.342701195162935e-11,-2.160780830206965e-11,-8.058933707011064e-12,1.300422879514871e-10,0.06899999999999999,9.119162733395839e-11,0.06899999999999999,1.79846555854121e-11,0.06899999999999999,4.719617317142755e-11,0.06899999999999999,4.377863131161826e-11,0.06899999999999999,2.036659427214777e-11,0.06899999999999999,-1.35437468056295e-11,0.06899999999999999,-1.401383554321591e-12,0.06899999999999999,-2.119716516678093e-13,0.06899999999999999,-3.342701195162935e-11,0.06899999999999999,-2.160780830206965e-11,0.06899999999999999,-8.058933707011064e-12,0.06899999999999999
210,0.06999999999999998,0.06999999999999998,0.06999999999999998,0.06999999999999998,0.06999999999999998,0.06999999999999998,0.06999999999999998,0.06999999999999998,0.06999999999999998,0.06999999999999998,0.06999999999999998,0.06999999999999998,1.306190755639741e-10,9.189545937269825e-11,1.823576882039439e-11,4.734054071693919e-11,4.394491101816331e-11,2.054770081611763e-11,-1.342856923803752e-11,-1.36194528051115e-12,-2.053447150702143e-13,-3.30773778297741e-11,-2.130606431569604e-11,-7.871254558730575e-12,1.306190755639741e-10,0.06999999999999998,9.189545937269825e-11,0.06999999999999998,1.823576882039439e-11,0.06999999999999998,4.734054071693919e-11,0.06999999999999998,4.394491101816331e-11,0.06999999999999998,2.054770081611763e-11,0.06999999999999998,-1.342856923803752e-11,0.06999999999999998,-1.36194528051115e-12,0.06999999999999998,-2.053447150702143e-13,0.06999999999999998,-3.30773778297741e-11,0.06999999999999998,-2.130606431569604e-11,0.06999999999999998,-7.871254558730575e-12,0.06999999999999998
211,0.07099999999999998,0.07099999999999998,0.07099999999999998,0.07099999999999998,0.07099999999999998,0.07099999999999998,0.07099999999999998,0.07099999999999998,0.07099999999999998,0.07099999999999998,0.07099999999999998,0.07099999999999998,1.311934429515304e-10,9.259929320581348e-11,1.848965590004008e-11,4.748411976976886e-11,4.411038466980849e-11,2.072939351108575e-11,-1.331400865320023e-11,-1.323435189484892e-12,-1.989065115007232e-13,-3.273033676237269e-11,-2.100705953356657e-11,-7.686694490225009e-12,1.311934429515304e-10,0.07099999999999998,9.259929320581348e-11,0.07099999999999998,1.848965590004008e-11,0.07099999999999998,4.748411976976886e-11,0.07099999999999998,4.411038466980849e-11,0.07099999999999998,2.072939351108575e-11,0.07099999999999998,-1.331400865320023e-11,0.07099999999999998,-1.323435189484892e-12,0.07099999999999998,-1.989065115007232e-13,0.07099999999999998,-3.273033676237269e-11,0.07099999999999998,-2.100705953356657e-11,0.07099999999999998,-7.686694490225009e-12,0.07099999999999998
212,0.07199999999999998,0.07199999999999998,0.07199999999999998,0.07199999999999998,0.07199999999999998,0.07199999999999998,0.07199999999999998,0.07199999999999998,0.07199999999999998,0.07199999999999998,0.07199999999999998,0.07199999999999998,1.317653661077656e-10,9.330306182581869e-11,1.874633232877919e-11,4.762690956935619e-11,4.42750487184511e-11,2.091166031570093e-11,-1.320006513461452e-11,-1.285839273320845e-12,-1.926525382269813e-13,-3.238588638656989e-11,-2.071079430471782e-11,-7.505243508724798e-12,1.317653661077656e-10,0.07199999999999998,9.330306182581869e-11,0.07199999999999998,1.874633232877919e-11,0.07199999999999998,4.762690956935619e-11,0.07199999999999998,4.42750487184511e-11,0.07199999999999998,2.091166031570093e-11,0.07199999999999998,-1.320006513461452e-11,0.07199999999999998,-1.285839273320845e-12,0.07199999999999998,-1.926525382269813e-13,0.07199999999999998,-3.238588638656989e-11,0.07199999999999998,-2.071079430471782e-11,0.07199999999999998,-7.505243508724798e-12,0.07199999999999998
213,0.07299999999999998,0.07299999999999998,0.07299999999999998,0.07299999999999998,0.07299999999999998,0.07299999999999998,0.07299999999999998,0.07299999999999998,0.07299999999999998,0.07299999999999998,0.07299999999999998,0.07299999999999998,1.323348216966773e-10,9.400669850509743e-11,1.900581338252786e-11,4.77689094661781e-11,4.443889977809032e-11,2.109448907778382e-11,-1.308673874722852e-11,-1.24914340776318e-12,-1.865783593589991e-13,-3.204402407285586e-11,-2.041726858134223e-11,-7.326890347293254e-12,1.323348216966773e-10,0.07299999999999998,9.400669850509743e-11,0.07299999999999998,1.900581338252786e-11,0.07299999999999998,4.77689094661781e-11,0.07299999999999998,4.443889977809032e-11,0.07299999999999998,2.109448907778382e-11,0.07299999999999998,-1.308673874722852e-11,0.07299999999999998,-1.24914340776318e-12,0.07299999999999998,-1.865783593589991e-13,0.07299999999999998,-3.204402407285586e-11,0.07299999999999998,-2.041726858134223e-11,0.07299999999999998,-7.326890347293254e-12,0.07299999999999998
214,0.07399999999999998,0.07399999999999998,0.07399999999999998,0.07399999999999998,0.07399999999999998,0.07399999999999998,0.07399999999999998,0.07399999999999998,0.07399999999999998,0.07399999999999998,0.07399999999999998,0.07399999999999998,1.329017870509207e-10,9.471013682063232e-11,1.926811410139231e-11,4.791011892010945e-11,4.460193462319657e-11,2.127786753784009e-11,-1.297402953718225e-11,-1.213333367981009e-12,-1.806796068005025e-13,-3.170474692749872e-11,-2.0126481918807e-11,-7.151622483243655e-12,1.329017870509207e-10,0.07399999999999998,9.471013682063232e-11,0.07399999999999998,1.926811410139231e-11,0.07399999999999998,4.791011892010945e-11,0.07399999999999998,4.460193462319657e-11,0.07399999999999998,2.127786753784009e-11,0.07399999999999998,-1.297402953718225e-11,0.07399999999999998,-1.213333367981009e-12,0.07399999999999998,-1.806796068005025e-13,0.07399999999999998,-3.170474692749872e-11,0.07399999999999998,-2.0126481918807e-11,0.07399999999999998,-7.151622483243655e-12,0.07399999999999998
215,0.07499999999999998,0.07499999999999998,0.07499999999999998,0.07499999999999998,0.07499999999999998,0.07499999999999998,0.07499999999999998,0.07499999999999998,0.07499999999999998,0.07499999999999998,0.07499999999999998,0.07499999999999998,1.334662401697941e-10,9.541331067837255e-11,1.953324928234292e-11,4.805053749877793e-11,4.476415018704738e-11,2.14617833326195e-11,-1.286193753154912e-11,-1.178394844023722e-12,-1.749519810845981e-13,-3.136805179503405e-11,-1.983843347586157e-11,-6.979426158329519e-12,1.334662401697941e-10,0.07499999999999998,9.541331067837255e-11,0.07499999999999998,1.953324928234292e-11,0.07499999999999998,4.805053749877793e-11,0.07499999999999998,4.476415018704738e-11,0.07499999999999998,2.14617833326195e-11,0.07499999999999998,-1.286193753154912e-11,0.07499999999999998,-1.178394844023722e-12,0.07499999999999998,-1.749519810845981e-13,0.07499999999999998,-3.136805179503405e-11,0.07499999999999998,-1.983843347586157e-11,0.07499999999999998,-6.979426158329519e-12,0.07499999999999998
216,0.07599999999999998,0.07599999999999998,0.07599999999999998,0.07599999999999998,0.07599999999999998,0.07599999999999998,0.07599999999999998,0.07599999999999998,0.07599999999999998,0.07599999999999998,0.07599999999999998,0.07599999999999998,1.340281597169469e-10,9.611615433722237e-11,1.98012334718609e-11,4.819016487591359e-11,4.492554356003191e-11,2.164622399871888e-11,-1.27504627380787e-11,-1.14431345595023e-12,-1.693912520975202e-13,-3.103393526081034e-11,-1.955312201503408e-11,-6.810286400645331e-12,1.340281597169469e-10,0.07599999999999998,9.611615433722237e-11,0.07599999999999998,1.98012334718609e-11,0.07599999999999998,4.819016487591359e-11,0.07599999999999998,4.492554356003191e-11,0.07599999999999998,2.164622399871888e-11,0.07599999999999998,-1.27504627380787e-11,0.07599999999999998,-1.14431345595023e-12,0.07599999999999998,-1.693912520975202e-13,0.07599999999999998,-3.103393526081034e-11,0.07599999999999998,-1.955312201503408e-11,0.07599999999999998,-6.810286400645331e-12,0.07599999999999998
217,0.07699999999999999,0.07699999999999999,0.07699999999999999,0.07699999999999999,0.07699999999999999,0.07699999999999999,0.07699999999999999,0.07699999999999999,0.07699999999999999,0.07699999999999999,0.07699999999999999,0.07699999999999999,1.345875250178174e-10,9.681860243263282e-11,2.007208095856197e-11,4.832900082969423e-11,4.508611198792521e-11,2.183117697622647e-11,-1.263960514494074e-11,-1.111074768611231e-12,-1.639932596942758e-13,-3.070239365358848e-11,-1.927054590321691e-11,-6.644187048170402e-12,1.345875250178174e-10,0.07699999999999999,9.681860243263282e-11,0.07699999999999999,2.007208095856197e-11,0.07699999999999999,4.832900082969423e-11,0.07699999999999999,4.508611198792521e-11,0.07699999999999999,2.183117697622647e-11,0.07699999999999999,-1.263960514494074e-11,0.07699999999999999,-1.111074768611231e-12,0.07699999999999999,-1.639932596942758e-13,0.07699999999999999,-3.070239365358848e-11,0.07699999999999999,-1.927054590321691e-11,0.07699999999999999,-6.644187048170402e-12,0.07699999999999999
218,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,1.351443160568059e-10,9.752058999978141e-11,2.034580576579955e-11,4.846704524108765e-11,4.524585287013436e-11,2.201662961240559e-11,-1.252936472047062e-11,-1.078664306065457e-12,-1.587539142100568e-13,-3.0373423048194e-11,-1.899070311244139e-11,-6.481110773884704e-12,1.351443160568059e-10,0.078,9.752058999978141e-11,0.078,2.034580576579955e-11,0.078,4.846704524108765e-11,0.078,4.524585287013436e-11,0.078,2.201662961240559e-11,0.078,-1.252936472047062e-11,0.078,-1.078664306065457e-12,0.078,-1.587539142100568e-13,0.078,-3.0373423048194e-11,0.078,-1.899070311244139e-11,0.078,-6.481110773884704e-12,0.078
219,0.079,0.079,0.079,0.079,0.079,0.079,0.079,0.079,0.079,0.079,0.079,0.079,1.356985134741927e-10,9.822205249632326e-11,2.062242164425191e-11,4.86042980921912e-11,4.540476375791766e-11,2.220256916541503e-11,-1.241974141291649e-11,-1.047067565612613e-12,-1.53669196871315e-13,-3.004701926822071e-11,-1.871359122084147e-11,-6.321039112381851e-12,1.356985134741927e-10,0.079,9.822205249632326e-11,0.079,2.062242164425191e-11,0.079,4.86042980921912e-11,0.079,4.540476375791766e-11,0.079,2.220256916541503e-11,0.079,-1.241974141291649e-11,0.079,-1.047067565612613e-12,0.079,-1.53669196871315e-13,0.079,-3.004701926822071e-11,0.079,-1.871359122084147e-11,0.079,-6.321039112381851e-12,0.079
220,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,1.362500985628038e-10,9.892292582469988e-11,2.090194206449598e-11,4.874075946457023e-11,4.556284235257907e-11,2.238898280806414e-11,-1.231073515018822e-11,-1.016270031427504e-12,-1.487351601104126e-13,-2.972317788878389e-11,-1.843920741380598e-11,-6.163952487900971e-12,1.362500985628038e-10,0.08,9.892292582469988e-11,0.08,2.090194206449598e-11,0.08,4.874075946457023e-11,0.08,4.556284235257907e-11,0.08,2.238898280806414e-11,0.08,-1.231073515018822e-11,0.08,-1.016270031427504e-12,0.08,-1.487351601104126e-13,0.08,-2.972317788878389e-11,0.08,-1.843920741380598e-11,0.08,-6.163952487900971e-12,0.08
221,0.081,0.081,0.081,0.081,0.081,0.081,0.081,0.081,0.081,0.081,0.081,0.081,1.367990532644363e-10,9.962314635399004e-11,2.118438020957224e-11,4.887642953759552e-11,4.572008650363879e-11,2.257585763159979e-11,-1.220234583960825e-11,-9.862571877815971e-13,-1.439479277877737e-13,-2.940189423932177e-11,-1.816754848531886e-11,-6.009830243696445e-12,1.367990532644363e-10,0.081,9.962314635399004e-11,0.081,2.118438020957224e-11,0.081,4.887642953759552e-11,0.081,4.572008650363879e-11,0.081,2.257585763159979e-11,0.081,-1.220234583960825e-11,0.081,-9.862571877815971e-13,0.081,-1.439479277877737e-13,0.081,-2.940189423932177e-11,0.081,-1.816754848531886e-11,0.081,-6.009830243696445e-12,0.081
222,0.08199999999999999,0.08199999999999999,0.08199999999999999,0.08199999999999999,0.08199999999999999,0.08199999999999999,0.08199999999999999,0.08199999999999999,0.08199999999999999,0.08199999999999999,0.08199999999999999,0.08199999999999999,1.373453601660466e-10,1.003226509412904e-10,2.146974896754462e-11,4.901130858678103e-11,4.587649420698205e-11,2.27631806495233e-11,-1.20945733676646e-11,-9.570145318399667e-13,-1.393036953254513e-13,-2.908316340644376e-11,-1.789861083948668e-11,-5.858650672661726e-12,1.373453601660466e-10,0.08199999999999999,1.003226509412904e-10,0.08199999999999999,2.146974896754462e-11,0.08199999999999999,4.901130858678103e-11,0.08199999999999999,4.587649420698205e-11,0.08199999999999999,2.27631806495233e-11,0.08199999999999999,-1.20945733676646e-11,0.08199999999999999,-9.570145318399667e-13,0.08199999999999999,-1.393036953254513e-13,0.08199999999999999,-2.908316340644376e-11,0.08199999999999999,-1.789861083948668e-11,0.08199999999999999,-5.858650672661726e-12,0.08199999999999999
223,0.08299999999999999,0.08299999999999999,0.08299999999999999,0.08299999999999999,0.08299999999999999,0.08299999999999999,0.08299999999999999,0.08299999999999999,0.08299999999999999,0.08299999999999999,0.08299999999999999,0.08299999999999999,1.378890024957106e-10,1.010213769526124e-10,2.17580609240579e-11,4.914539698212258e-11,4.603206360298753e-11,2.295093880143446e-11,-1.198741759976618e-11,-9.285275860232539e-13,-1.347987297560103e-13,-2.876698023682366e-11,-1.763239049225246e-11,-5.710391049121281e-12,1.378890024957106e-10,0.08299999999999999,1.010213769526124e-10,0.08299999999999999,2.17580609240579e-11,0.08299999999999999,4.914539698212258e-11,0.08299999999999999,4.603206360298753e-11,0.08299999999999999,2.295093880143446e-11,0.08299999999999999,-1.198741759976618e-11,0.08299999999999999,-9.285275860232539e-13,0.08299999999999999,-1.347987297560103e-13,0.08299999999999999,-2.876698023682366e-11,0.08299999999999999,-1.763239049225246e-11,0.08299999999999999,-5.710391049121281e-12,0.08299999999999999
224,0.08399999999999999,0.08399999999999999,0.08399999999999999,0.08399999999999999,0.08399999999999999,0.08399999999999999,0.08399999999999999,0.08399999999999999,0.08399999999999999,0.08399999999999999,0.08399999999999999,0.08399999999999999,1.384299641183623e-10,1.017192622832828e-10,2.204932835489853e-11,4.927869518643822e-11,4.618679297463674e-11,2.313911895690063e-11,-1.188087838000054e-11,-9.007819099259062e-13,-1.304293696906074e-13,-2.845333934013666e-11,-1.736888307329462e-11,-5.565027661702881e-12,1.384299641183623e-10,0.08399999999999999,1.017192622832828e-10,0.08399999999999999,2.204932835489853e-11,0.08399999999999999,4.927869518643822e-11,0.08399999999999999,4.618679297463674e-11,0.08399999999999999,2.313911895690063e-11,0.08399999999999999,-1.188087838000054e-11,0.08399999999999999,-9.007819099259062e-13,0.08399999999999999,-1.304293696906074e-13,0.08399999999999999,-2.845333934013666e-11,0.08399999999999999,-1.736888307329462e-11,0.08399999999999999,-5.565027661702881e-12,0.08399999999999999
225,0.08499999999999999,0.08499999999999999,0.08499999999999999,0.08499999999999999,0.08499999999999999,0.08499999999999999,0.08499999999999999,0.08499999999999999,0.08499999999999999,0.08499999999999999,0.08499999999999999,0.08499999999999999,1.389682295313189e-10,1.024162453778379e-10,2.23435632185613e-11,4.941120375371122e-11,4.634068074560604e-11,2.332770791934796e-11,-1.177495553089422e-11,-8.737631117835462e-13,-1.261920252101064e-13,-2.814223509203816e-11,-1.710808382810979e-11,-5.422535847200881e-12,1.389682295313189e-10,0.08499999999999999,1.024162453778379e-10,0.08499999999999999,2.23435632185613e-11,0.08499999999999999,4.941120375371122e-11,0.08499999999999999,4.634068074560604e-11,0.08499999999999999,2.332770791934796e-11,0.08499999999999999,-1.177495553089422e-11,0.08499999999999999,-8.737631117835462e-13,0.08499999999999999,-1.261920252101064e-13,0.08499999999999999,-2.814223509203816e-11,0.08499999999999999,-1.710808382810979e-11,0.08499999999999999,-5.422535847200881e-12,0.08499999999999999
226,0.08599999999999999,0.08599999999999999,0.08599999999999999,0.08599999999999999,0.08599999999999999,0.08599999999999999,0.08599999999999999,0.08599999999999999,0.08599999999999999,0.08599999999999999,0.08599999999999999,0.08599999999999999,1.395037838595982e-10,1.031122652493988e-10,2.264077714882693e-11,4.954292332743601e-11,4.649372547834256e-11,2.351669242997291e-11,-1.166964885317597e-11,-8.474568594838566e-13,-1.220831776830327e-13,-2.783366163718318e-11,-1.684998762027794e-11,-5.2828900253401e-12,1.395037838595982e-10,0.08599999999999999,1.031122652493988e-10,0.08599999999999999,2.264077714882693e-11,0.08599999999999999,4.954292332743601e-11,0.08599999999999999,4.649372547834256e-11,0.08599999999999999,2.351669242997291e-11,0.08599999999999999,-1.166964885317597e-11,0.08599999999999999,-8.474568594838566e-13,0.08599999999999999,-1.220831776830327e-13,0.08599999999999999,-2.783366163718318e-11,0.08599999999999999,-1.684998762027794e-11,0.08599999999999999,-5.2828900253401e-12,0.08599999999999999
227,0.08699999999999999,0.08699999999999999,0.08699999999999999,0.08699999999999999,0.08699999999999999,0.08699999999999999,0.08699999999999999,0.08699999999999999,0.08699999999999999,0.08699999999999999,0.08699999999999999,0.08699999999999999,1.400366128510373e-10,1.038072614985193e-10,2.294098144735407e-11,4.967385463896843e-11,4.664592587212583e-11,2.370605917167101e-11,-1.15649581255428e-11,-8.218488911168398e-13,-1.180993795141157e-13,-2.752761289228453e-11,-1.659458893390808e-11,-5.146063734349067e-12,1.400366128510373e-10,0.08699999999999999,1.038072614985193e-10,0.08699999999999999,2.294098144735407e-11,0.08699999999999999,4.967385463896843e-11,0.08699999999999999,4.664592587212583e-11,0.08699999999999999,2.370605917167101e-11,0.08699999999999999,-1.15649581255428e-11,0.08699999999999999,-8.218488911168398e-13,0.08699999999999999,-1.180993795141157e-13,0.08699999999999999,-2.752761289228453e-11,0.08699999999999999,-1.659458893390808e-11,0.08699999999999999,-5.146063734349067e-12,0.08699999999999999
228,0.08799999999999999,0.08799999999999999,0.08799999999999999,0.08799999999999999,0.08799999999999999,0.08799999999999999,0.08799999999999999,0.08799999999999999,0.08799999999999999,0.08799999999999999,0.08799999999999999,0.08799999999999999,1.405667028712178e-10,1.04501174331496e-10,2.324418707629051e-11,4.980399850588029e-11,4.679728076111601e-11,2.389579477298079e-11,-1.146088310442923e-11,-7.969250250617495e-13,-1.142372538271152e-13,-2.722408254920841e-11,-1.634188187626285e-11,-5.012029667251099e-12,1.405667028712178e-10,0.08799999999999999,1.04501174331496e-10,0.08799999999999999,2.324418707629051e-11,0.08799999999999999,4.980399850588029e-11,0.08799999999999999,4.679728076111601e-11,0.08799999999999999,2.389579477298079e-11,0.08799999999999999,-1.146088310442923e-11,0.08799999999999999,-7.969250250617495e-13,0.08799999999999999,-1.142372538271152e-13,0.08799999999999999,-2.722408254920841e-11,0.08799999999999999,-1.634188187626285e-11,0.08799999999999999,-5.012029667251099e-12,0.08799999999999999
229,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,0.089,1.410940408982068e-10,1.051939445781323e-10,2.355040465090746e-11,4.993335583031941e-11,4.694778911239035e-11,2.408588581204017e-11,-1.135742352377981e-11,-7.72671169609312e-13,-1.104934940855604e-13,-2.692306407810554e-11,-1.609186018055959e-11,-4.880759708781474e-12,1.410940408982068e-10,0.089,1.051939445781323e-10,0.089,2.355040465090746e-11,0.089,4.993335583031941e-11,0.089,4.694778911239035e-11,0.089,2.408588581204017e-11,0.089,-1.135742352377981e-11,0.089,-7.72671169609312e-13,0.089,-1.104934940855604e-13,0.089,-2.692306407810554e-11,0.089,-1.609186018055959e-11,0.089,-4.880759708781474e-12,0.089
230,0.08999999999999998,0.08999999999999998,0.08999999999999998,0.08999999999999998,0.08999999999999998,0.08999999999999998,0.08999999999999998,0.08999999999999998,0.08999999999999998,0.08999999999999998,0.08999999999999998,0.08999999999999998,1.416186145171193e-10,1.058855137089492e-10,2.385964443226141e-11,5.006192759737554e-11,4.709745002396941e-11,2.427631882055303e-11,-1.125457909482503e-11,-7.490733321191926e-13,-1.068648636549644e-13,-2.662455073057656e-11,-1.584451720894608e-11,-4.752224972839469e-12,1.416186145171193e-10,0.08999999999999998,1.058855137089492e-10,0.08999999999999998,2.385964443226141e-11,0.08999999999999998,5.006192759737554e-11,0.08999999999999998,4.709745002396941e-11,0.08999999999999998,2.427631882055303e-11,0.08999999999999998,-1.125457909482503e-11,0.08999999999999998,-7.490733321191926e-13,0.08999999999999998,-1.068648636549644e-13,0.08999999999999998,-2.662455073057656e-11,0.08999999999999998,-1.584451720894608e-11,0.08999999999999998,-4.752224972839469e-12,0.08999999999999998
231,0.09099999999999998,0.09099999999999998,0.09099999999999998,0.09099999999999998,0.09099999999999998,0.09099999999999998,0.09099999999999998,0.09099999999999998,0.09099999999999998,0.09099999999999998,0.09099999999999998,0.09099999999999998,1.421404119145102e-10,1.065758238518348e-10,2.417191631988814e-11,5.018971487345284e-11,4.724626272283399e-11,2.446708028776339e-11,-1.115234950586089e-11,-7.261176277138558e-13,-1.033481953100015e-13,-2.632853554286984e-11,-1.559984595564816e-11,-4.626395840384419e-12,1.421404119145102e-10,0.09099999999999998,1.065758238518348e-10,0.09099999999999998,2.417191631988814e-11,0.09099999999999998,5.018971487345284e-11,0.09099999999999998,4.724626272283399e-11,0.09099999999999998,2.446708028776339e-11,0.09099999999999998,-1.115234950586089e-11,0.09099999999999998,-7.261176277138558e-13,0.09099999999999998,-1.033481953100015e-13,0.09099999999999998,-2.632853554286984e-11,0.09099999999999998,-1.559984595564816e-11,0.09099999999999998,-4.626395840384419e-12,0.09099999999999998
232,0.09199999999999998,0.09199999999999998,0.09199999999999998,0.09199999999999998,0.09199999999999998,0.09199999999999998,0.09199999999999998,0.09199999999999998,0.09199999999999998,0.09199999999999998,0.09199999999999998,0.09199999999999998,1.426594218726023e-10,1.072648178081261e-10,2.448722984453354e-11,5.031671880464954e-11,4.739422656293413e-11,2.465815666443462e-11,-1.105073442203222e-11,-7.037902875111425e-13,-9.994039069005668e-14,-2.603501133911032e-11,-1.535783905028701e-11,-4.503241997686089e-12,1.426594218726023e-10,0.09199999999999998,1.072648178081261e-10,0.09199999999999998,2.448722984453354e-11,0.09199999999999998,5.031671880464954e-11,0.09199999999999998,4.739422656293413e-11,0.09199999999999998,2.465815666443462e-11,0.09199999999999998,-1.105073442203222e-11,0.09199999999999998,-7.037902875111425e-13,0.09199999999999998,-9.994039069005668e-14,0.09199999999999998,-2.603501133911032e-11,0.09199999999999998,-1.535783905028701e-11,0.09199999999999998,-4.503241997686089e-12,0.09199999999999998
233,0.09299999999999999,0.09299999999999999,0.09299999999999999,0.09299999999999999,0.09299999999999999,0.09299999999999999,0.09299999999999999,0.09299999999999999,0.09299999999999999,0.09299999999999999,0.09299999999999999,0.09299999999999999,1.431756337633581e-10,1.079524390681178e-10,2.480559416092456e-11,5.044294061514536e-11,4.754134102319186e-11,2.484953436683155e-11,-1.09497334851199e-11,-6.820776663989711e-13,-9.663841970647267e-14,-2.574397073455762e-11,-1.511848876136301e-11,-4.382732474840762e-12,1.431756337633581e-10,0.09299999999999999,1.079524390681178e-10,0.09299999999999999,2.480559416092456e-11,0.09299999999999999,5.044294061514536e-11,0.09299999999999999,4.754134102319186e-11,0.09299999999999999,2.484953436683155e-11,0.09299999999999999,-1.09497334851199e-11,0.09299999999999999,-6.820776663989711e-13,0.09299999999999999,-9.663841970647267e-14,0.09299999999999999,-2.574397073455762e-11,0.09299999999999999,-1.511848876136301e-11,0.09299999999999999,-4.382732474840762e-12,0.09299999999999999
